epoch,container,cpu_pct,mem_used_mb,mem_pct
1782217961,spark-master,0.07,224.9,2.87
1782217961,spark-worker-1,19.71,1203.2,15.36
1782217961,spark-worker-2,6.64,1065.0,13.60
1782217961,spark-jupyter,29.54,592.1,7.56
1782217964,kafka,35.11,1006,12.84
1782217964,spark-master,0.14,227.7,2.91
1782217964,spark-worker-1,14.81,1204.2,15.36
1782217964,spark-worker-2,10.66,1065.0,13.59
1782217964,spark-jupyter,0.32,592.1,7.56
1782217967,kafka,29.27,1007,12.85
1782217967,spark-master,0.10,227.8,2.91
1782217967,spark-worker-1,9.72,1204.2,15.37
1782217967,spark-worker-2,16.09,1066.0,13.60
1782217967,spark-jupyter,22.24,592.5,7.56
1782217970,kafka,30.67,1008,12.86
1782217970,spark-master,0.10,227.8,2.91
1782217970,spark-worker-1,8.72,1204.2,15.36
1782217970,spark-worker-2,14.51,1066.0,13.60
1782217970,spark-jupyter,0.33,592.5,7.56
1782217973,kafka,29.60,1008,12.86
1782217973,spark-master,0.08,232.3,2.96
1782217973,spark-worker-1,14.33,1204.2,15.36
1782217973,spark-worker-2,9.01,1066.0,13.60
1782217973,spark-jupyter,0.44,593,7.57
1782217976,kafka,30.44,1008,12.86
1782217976,spark-master,1.80,232.3,2.96
1782217976,spark-worker-1,14.53,1204.2,15.36
1782217976,spark-worker-2,19.55,1066.0,13.61
1782217976,spark-jupyter,25.35,598,7.63
1782217979,kafka,31.55,1008,12.86
1782217979,spark-master,0.09,232.3,2.96
1782217979,spark-worker-1,10.24,1204.2,15.37
1782217979,spark-worker-2,16.44,1066.0,13.60
1782217979,spark-jupyter,0.28,593.9,7.58
1782217982,kafka,52.35,1040.4,13.27
1782217982,spark-master,0.09,232.3,2.97
1782217982,spark-worker-1,13.55,1204.2,15.37
1782217982,spark-worker-2,8.77,1066.0,13.60
1782217982,spark-jupyter,0.25,594.3,7.58
1782217985,kafka,33.30,1008,12.86
1782217985,spark-master,0.09,232.3,2.97
1782217985,spark-worker-1,24.89,1204.2,15.37
1782217985,spark-worker-2,16.18,1066.0,13.60
1782217985,spark-jupyter,33.30,595,7.59
1782217989,kafka,78.79,1067.0,13.62
1782217989,spark-master,0.10,232.4,2.97
1782217989,spark-worker-1,13.23,1204.2,15.37
1782217989,spark-worker-2,7.87,1066.0,13.60
1782217989,spark-jupyter,0.23,595.2,7.60
1782217992,kafka,28.07,1008,12.86
1782217992,spark-master,0.09,232.4,2.97
1782217992,spark-worker-1,13.49,1204.2,15.37
1782217992,spark-worker-2,8.47,1066.0,13.60
1782217992,spark-jupyter,0.25,596,7.61
1782217995,kafka,116.11,1121.3,14.31
1782217995,spark-master,0.11,232.4,2.97
1782217995,spark-worker-1,12.68,1204.2,15.37
1782217995,spark-worker-2,8.35,1066.0,13.60
1782217995,spark-jupyter,0.50,596,7.61
1782217998,kafka,34.03,1010,12.88
1782217998,spark-master,0.09,232.5,2.97
1782217998,spark-worker-1,13.08,1204.2,15.36
1782217998,spark-worker-2,16.60,1065.0,13.59
1782217998,spark-jupyter,0.57,596.1,7.61
1782218001,kafka,31.02,1009,12.87
1782218001,spark-master,0.08,232.5,2.97
1782218001,spark-worker-1,13.86,1204.2,15.37
1782218001,spark-worker-2,13.29,1066.0,13.60
1782218001,spark-jupyter,4.00,596.1,7.61
1782218004,kafka,33.04,1010,12.89
1782218004,spark-master,0.09,232.5,2.97
1782218004,spark-worker-1,13.98,1204.2,15.37
1782218004,spark-worker-2,8.61,1065.0,13.59
1782218004,spark-jupyter,0.49,596.2,7.61
1782218007,kafka,127.15,1155.1,14.74
1782218007,spark-master,0.08,232.5,2.97
1782218007,spark-worker-1,7.30,1204.2,15.37
1782218007,spark-worker-2,12.15,1065.0,13.59
1782218007,spark-jupyter,0.51,597.8,7.63
1782218010,kafka,27.42,1008,12.87
1782218010,spark-master,2.32,232.7,2.97
1782218010,spark-worker-1,19.93,1200.1,15.32
1782218010,spark-worker-2,23.69,1062.9,13.57
1782218010,spark-jupyter,19.90,35.86,0.46
