1782296710 spark spark-operator-webhook-7fbc7884c4-hfgsh      2m     18Mi     
1782296710 flink flink-kubernetes-operator-59c87b6768-vqvvn   2m    706Mi   
1782296710 kafka bench-brokers-0                             2533m   3974Mi   
1782296710 kafka bench-brokers-1                             2369m   4019Mi   
1782296710 kafka bench-brokers-2                             2342m   3997Mi   
1782296710 kafka bench-entity-operator-79f8646f67-x5ctr      3m      231Mi    
1782296710 kafka latency-consumer-tncwh                      856m    324Mi    
1782296710 kafka strimzi-cluster-operator-57bc7c97d9-q7ggr   3m      260Mi    
1782296717 spark rtm-bench-driver                             94m    791Mi    
1782296717 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-1   488m   2380Mi   
1782296717 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-2   515m   2399Mi   
1782296717 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-3   528m   2408Mi   
1782296717 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-4   796m   2399Mi   
1782296717 spark spark-operator-controller-86d6fc858f-kcl26   2m     16Mi     
1782296717 spark spark-operator-webhook-7fbc7884c4-hfgsh      2m     18Mi     
1782296717 flink flink-kubernetes-operator-59c87b6768-vqvvn   2m    706Mi   
1782296717 kafka bench-brokers-0                             2533m   3974Mi   
1782296717 kafka bench-brokers-1                             2369m   4019Mi   
1782296717 kafka bench-brokers-2                             2342m   3997Mi   
1782296717 kafka bench-entity-operator-79f8646f67-x5ctr      3m      231Mi    
1782296717 kafka latency-consumer-tncwh                      856m    324Mi    
1782296717 kafka strimzi-cluster-operator-57bc7c97d9-q7ggr   3m      260Mi    
1782296725 spark rtm-bench-driver                             94m    791Mi    
1782296725 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-1   186m   2384Mi   
1782296725 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-2   253m   2401Mi   
1782296725 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-3   359m   2412Mi   
1782296725 spark rtm-bench-java-rtm-634bd99ef926c8ed-exec-4   331m   2407Mi   
1782296725 spark spark-operator-controller-86d6fc858f-kcl26   1m     16Mi     
1782296725 spark spark-operator-webhook-7fbc7884c4-hfgsh      2m     18Mi     
1782296725 flink flink-kubernetes-operator-59c87b6768-vqvvn   2m    706Mi   
1782296725 kafka bench-brokers-0                             1504m   4008Mi   
1782296725 kafka bench-brokers-1                             416m    4026Mi   
1782296725 kafka bench-brokers-2                             202m    3998Mi   
1782296725 kafka bench-entity-operator-79f8646f67-x5ctr      3m      231Mi    
1782296725 kafka strimzi-cluster-operator-57bc7c97d9-q7ggr   3m      260Mi    
